Heartbeat,Hours_Worked,Weather,Location,Recommendation
87,7,Sunny,Urban,Public Interaction
55,9,Sunny,Rural,Meditation
97,8,Sunny,Rural,Meditation
62,13,Rainy,Suburban,Walk
62,11,Cloudy,Urban,Public Interaction
85,7,Sunny,Suburban,Meditation
106,4,Sunny,Suburban,Meditation
52,11,Sunny,Rural,Meditation
67,5,Sunny,Urban,Public Interaction
82,12,Cloudy,Urban,Public Interaction
83,4,Sunny,Rural,Meditation
77,6,Cloudy,Rural,Meditation
97,10,Sunny,Suburban,Meditation
98,6,Cloudy,Suburban,Meditation
71,8,Rainy,Suburban,Walk
69,10,Sunny,Rural,Meditation
97,12,Sunny,Urban,Public Interaction
50,9,Sunny,Urban,Public Interaction
89,11,Snowy,Urban,Public Interaction
88,6,Cloudy,Urban,Public Interaction
74,7,Sunny,Urban,Public Interaction
108,11,Sunny,Urban,Public Interaction
93,6,Sunny,Urban,Public Interaction
92,11,Cloudy,Rural,Reflection
82,11,Rainy,Suburban,Walk
78,7,Sunny,Urban,Public Interaction
95,6,Sunny,Rural,Meditation
102,11,Rainy,Suburban,Walk
106,12,Rainy,Urban,Public Interaction
62,6,Sunny,Urban,Public Interaction
76,4,Sunny,Suburban,Meditation
92,6,Sunny,Urban,Public Interaction
85,7,Rainy,Suburban,Walk
74,9,Rainy,Rural,Walk
88,10,Rainy,Suburban,Walk
94,9,Snowy,Urban,Public Interaction
62,11,Sunny,Rural,Meditation
65,10,Sunny,Suburban,Meditation
74,11,Snowy,Suburban,Meditation
73,10,Rainy,Urban,Public Interaction
62,13,Snowy,Urban,Public Interaction
76,10,Sunny,Urban,Public Interaction
55,6,Snowy,Suburban,Meditation
101,12,Sunny,Urban,Public Interaction
94,11,Sunny,Rural,Reflection
98,6,Sunny,Rural,Meditation
65,5,Sunny,Urban,Public Interaction
61,8,Cloudy,Rural,Meditation
55,13,Sunny,Suburban,Meditation
64,4,Sunny,Rural,Meditation
96,7,Rainy,Urban,Public Interaction
82,9,Sunny,Suburban,Meditation
50,8,Cloudy,Rural,Meditation
76,12,Cloudy,Rural,Meditation
92,8,Sunny,Rural,Meditation
105,7,Sunny,Urban,Public Interaction
51,11,Snowy,Suburban,Meditation
105,9,Rainy,Urban,Public Interaction
98,13,Sunny,Suburban,Reflection
87,8,Snowy,Suburban,Meditation
57,4,Cloudy,Suburban,Meditation
50,6,Sunny,Suburban,Meditation
70,11,Sunny,Rural,Meditation
66,7,Sunny,Suburban,Meditation
101,7,Cloudy,Urban,Public Interaction
65,4,Snowy,Urban,Public Interaction
87,4,Sunny,Urban,Public Interaction
56,5,Sunny,Urban,Public Interaction
51,6,Sunny,Suburban,Meditation
57,9,Sunny,Suburban,Meditation
103,13,Cloudy,Urban,Public Interaction
107,13,Rainy,Urban,Public Interaction
100,6,Snowy,Rural,Meditation
64,11,Cloudy,Suburban,Meditation
59,7,Sunny,Urban,Public Interaction
65,9,Sunny,Urban,Public Interaction
66,10,Sunny,Urban,Public Interaction
108,11,Rainy,Urban,Public Interaction
64,12,Sunny,Rural,Meditation
93,13,Snowy,Urban,Public Interaction
75,5,Cloudy,Rural,Meditation
53,5,Cloudy,Rural,Meditation
88,12,Rainy,Rural,Walk
89,7,Cloudy,Rural,Meditation
67,8,Cloudy,Rural,Meditation
91,11,Cloudy,Suburban,Reflection
83,5,Sunny,Suburban,Meditation
60,6,Cloudy,Urban,Public Interaction
89,4,Cloudy,Suburban,Meditation
89,4,Sunny,Suburban,Meditation
105,5,Sunny,Urban,Public Interaction
68,9,Sunny,Suburban,Meditation
77,9,Cloudy,Urban,Public Interaction
99,7,Rainy,Rural,Walk
90,10,Rainy,Urban,Public Interaction
96,5,Sunny,Suburban,Meditation
87,4,Sunny,Urban,Public Interaction
62,4,Sunny,Rural,Meditation
108,6,Cloudy,Urban,Public Interaction
77,11,Rainy,Urban,Public Interaction
87,7,Sunny,Urban,Public Interaction
92,13,Cloudy,Urban,Public Interaction
91,12,Cloudy,Suburban,Reflection
55,11,Sunny,Urban,Public Interaction
76,9,Cloudy,Suburban,Meditation
61,10,Rainy,Rural,Walk
64,10,Snowy,Urban,Public Interaction
72,4,Sunny,Urban,Public Interaction
98,4,Rainy,Suburban,Walk
64,10,Sunny,Suburban,Meditation
107,13,Sunny,Suburban,Reflection
87,5,Sunny,Rural,Meditation
73,13,Sunny,Urban,Public Interaction
78,4,Rainy,Rural,Walk
106,12,Snowy,Rural,Reflection
75,9,Cloudy,Suburban,Meditation
78,6,Sunny,Rural,Meditation
70,4,Sunny,Suburban,Meditation
63,4,Sunny,Urban,Public Interaction
55,9,Sunny,Suburban,Meditation
99,5,Snowy,Urban,Public Interaction
60,7,Cloudy,Suburban,Meditation
75,11,Cloudy,Rural,Meditation
103,8,Sunny,Suburban,Meditation
57,9,Cloudy,Rural,Meditation
84,5,Sunny,Suburban,Meditation
105,4,Sunny,Urban,Public Interaction
63,5,Rainy,Urban,Public Interaction
90,6,Sunny,Rural,Meditation
109,6,Cloudy,Suburban,Meditation
71,7,Rainy,Suburban,Walk
65,13,Sunny,Rural,Meditation
72,13,Sunny,Rural,Meditation
50,7,Cloudy,Rural,Meditation
98,13,Rainy,Suburban,Walk
57,13,Sunny,Rural,Meditation
98,7,Cloudy,Rural,Meditation
60,10,Sunny,Suburban,Meditation
91,4,Sunny,Suburban,Meditation
53,5,Sunny,Rural,Meditation
93,12,Cloudy,Suburban,Reflection
55,11,Cloudy,Urban,Public Interaction
102,11,Cloudy,Suburban,Reflection
93,5,Rainy,Suburban,Walk
75,5,Sunny,Rural,Meditation
98,9,Snowy,Urban,Public Interaction
103,4,Snowy,Urban,Public Interaction
91,9,Sunny,Suburban,Meditation
82,9,Cloudy,Rural,Meditation
89,11,Sunny,Rural,Meditation
68,6,Rainy,Suburban,Walk
95,12,Sunny,Rural,Reflection
55,6,Snowy,Suburban,Meditation
106,13,Cloudy,Rural,Reflection
101,10,Rainy,Suburban,Walk
99,5,Rainy,Rural,Walk
77,5,Sunny,Rural,Meditation
67,7,Sunny,Rural,Meditation
88,6,Snowy,Rural,Meditation
79,12,Rainy,Urban,Public Interaction
84,9,Rainy,Suburban,Walk
85,5,Cloudy,Rural,Meditation
51,10,Snowy,Suburban,Meditation
105,11,Cloudy,Suburban,Reflection
69,4,Sunny,Suburban,Meditation
60,4,Sunny,Urban,Public Interaction
101,6,Sunny,Suburban,Meditation
56,7,Rainy,Suburban,Walk
109,12,Snowy,Suburban,Reflection
77,10,Rainy,Urban,Public Interaction
77,11,Sunny,Suburban,Meditation
103,11,Cloudy,Rural,Reflection
59,7,Sunny,Rural,Meditation
53,6,Rainy,Suburban,Walk
56,9,Sunny,Rural,Meditation
98,12,Rainy,Suburban,Walk
104,6,Snowy,Urban,Public Interaction
90,11,Sunny,Suburban,Meditation
58,13,Sunny,Suburban,Meditation
73,13,Cloudy,Rural,Meditation
85,7,Sunny,Suburban,Meditation
104,4,Sunny,Urban,Public Interaction
52,4,Rainy,Urban,Public Interaction
58,10,Cloudy,Rural,Meditation
105,9,Snowy,Urban,Public Interaction
63,9,Sunny,Suburban,Meditation
94,5,Sunny,Rural,Meditation
97,11,Sunny,Urban,Public Interaction
79,12,Rainy,Rural,Walk
84,10,Sunny,Suburban,Meditation
51,8,Rainy,Suburban,Walk
51,9,Rainy,Rural,Walk
95,5,Sunny,Urban,Public Interaction
74,6,Sunny,Urban,Public Interaction
105,11,Rainy,Suburban,Walk
61,5,Sunny,Rural,Meditation
62,5,Sunny,Suburban,Meditation
106,11,Snowy,Suburban,Reflection
55,5,Sunny,Rural,Meditation
90,4,Cloudy,Suburban,Meditation
84,6,Rainy,Rural,Walk
94,6,Cloudy,Suburban,Meditation
57,9,Sunny,Urban,Public Interaction
78,6,Rainy,Rural,Walk
50,5,Sunny,Urban,Public Interaction
85,9,Sunny,Urban,Public Interaction
97,7,Sunny,Rural,Meditation
75,13,Sunny,Suburban,Meditation
69,9,Sunny,Suburban,Meditation
104,12,Rainy,Rural,Walk
66,13,Sunny,Rural,Meditation
59,4,Sunny,Urban,Public Interaction
50,13,Sunny,Suburban,Meditation
54,6,Sunny,Suburban,Meditation
54,13,Snowy,Urban,Public Interaction
98,8,Sunny,Rural,Meditation
52,9,Snowy,Urban,Public Interaction
87,6,Rainy,Rural,Walk
91,11,Rainy,Rural,Walk
74,10,Sunny,Urban,Public Interaction
76,8,Sunny,Suburban,Meditation
94,9,Sunny,Rural,Meditation
88,12,Cloudy,Urban,Public Interaction
76,6,Snowy,Urban,Public Interaction
71,13,Snowy,Suburban,Meditation
69,7,Cloudy,Rural,Meditation
61,5,Sunny,Suburban,Meditation
65,10,Sunny,Suburban,Meditation
67,13,Sunny,Rural,Meditation
98,11,Sunny,Suburban,Reflection
61,8,Sunny,Suburban,Meditation
73,10,Sunny,Urban,Public Interaction
85,7,Sunny,Urban,Public Interaction
95,13,Sunny,Rural,Reflection
52,10,Cloudy,Rural,Meditation
60,10,Sunny,Urban,Public Interaction
105,13,Sunny,Urban,Public Interaction
55,12,Sunny,Rural,Meditation
102,5,Sunny,Suburban,Meditation
89,12,Cloudy,Urban,Public Interaction
91,9,Sunny,Rural,Meditation
98,8,Sunny,Urban,Public Interaction
77,6,Snowy,Urban,Public Interaction
50,12,Sunny,Rural,Meditation
76,12,Snowy,Rural,Meditation
107,7,Sunny,Rural,Meditation
98,9,Sunny,Suburban,Meditation
102,13,Cloudy,Urban,Public Interaction
92,6,Rainy,Suburban,Walk
79,8,Cloudy,Urban,Public Interaction
107,11,Cloudy,Urban,Public Interaction
79,7,Rainy,Suburban,Walk
95,7,Sunny,Rural,Meditation
103,8,Snowy,Rural,Meditation
72,9,Sunny,Suburban,Meditation
102,8,Sunny,Suburban,Meditation
77,7,Cloudy,Suburban,Meditation
107,5,Rainy,Suburban,Walk
88,8,Sunny,Rural,Meditation
83,7,Rainy,Urban,Public Interaction
65,10,Rainy,Suburban,Walk
99,12,Sunny,Suburban,Reflection
100,7,Sunny,Rural,Meditation
86,7,Sunny,Suburban,Meditation
69,6,Cloudy,Urban,Public Interaction
74,6,Sunny,Suburban,Meditation
53,12,Snowy,Rural,Meditation
86,9,Sunny,Rural,Meditation
62,10,Cloudy,Rural,Meditation
101,7,Sunny,Rural,Meditation
105,13,Cloudy,Rural,Reflection
79,8,Cloudy,Suburban,Meditation
96,12,Sunny,Rural,Reflection
77,13,Sunny,Suburban,Meditation
71,9,Sunny,Suburban,Meditation
80,10,Sunny,Urban,Public Interaction
89,7,Rainy,Suburban,Walk
51,8,Rainy,Urban,Public Interaction
98,7,Rainy,Rural,Walk
56,11,Sunny,Rural,Meditation
93,4,Rainy,Rural,Walk
105,7,Cloudy,Urban,Public Interaction
57,12,Snowy,Rural,Meditation
52,9,Cloudy,Urban,Public Interaction
51,8,Cloudy,Urban,Public Interaction
57,7,Sunny,Urban,Public Interaction
55,5,Sunny,Suburban,Meditation
67,13,Sunny,Urban,Public Interaction
80,5,Sunny,Rural,Meditation
107,8,Snowy,Rural,Meditation
57,11,Sunny,Suburban,Meditation
73,12,Cloudy,Suburban,Meditation
96,6,Sunny,Rural,Meditation
99,8,Sunny,Urban,Public Interaction
59,9,Sunny,Rural,Meditation
94,8,Sunny,Rural,Meditation
98,13,Snowy,Urban,Public Interaction
55,9,Sunny,Urban,Public Interaction
73,6,Sunny,Urban,Public Interaction
59,12,Rainy,Rural,Walk
87,5,Sunny,Urban,Public Interaction
54,4,Rainy,Rural,Walk
89,9,Sunny,Urban,Public Interaction
100,10,Sunny,Suburban,Meditation
94,13,Rainy,Urban,Public Interaction
96,13,Rainy,Rural,Walk
87,9,Cloudy,Rural,Meditation
90,9,Snowy,Rural,Meditation
51,9,Sunny,Urban,Public Interaction
77,4,Cloudy,Suburban,Meditation
96,9,Sunny,Urban,Public Interaction
53,5,Sunny,Rural,Meditation
64,8,Cloudy,Urban,Public Interaction
73,13,Cloudy,Urban,Public Interaction
50,6,Sunny,Urban,Public Interaction
57,13,Snowy,Urban,Public Interaction
105,6,Sunny,Urban,Public Interaction
72,7,Rainy,Rural,Walk
79,4,Cloudy,Urban,Public Interaction
78,7,Sunny,Suburban,Meditation
70,7,Snowy,Urban,Public Interaction
53,11,Sunny,Urban,Public Interaction
71,4,Sunny,Suburban,Meditation
102,12,Rainy,Urban,Public Interaction
62,11,Sunny,Urban,Public Interaction
80,11,Sunny,Rural,Meditation
104,6,Sunny,Urban,Public Interaction
100,8,Sunny,Suburban,Meditation
52,11,Sunny,Urban,Public Interaction
109,10,Snowy,Suburban,Meditation
70,6,Cloudy,Suburban,Meditation
67,9,Cloudy,Suburban,Meditation
55,12,Sunny,Suburban,Meditation
91,7,Rainy,Rural,Walk
72,12,Cloudy,Rural,Meditation
60,5,Sunny,Suburban,Meditation
101,6,Cloudy,Rural,Meditation
71,6,Sunny,Rural,Meditation
84,5,Sunny,Urban,Public Interaction
92,5,Rainy,Urban,Public Interaction
62,7,Snowy,Urban,Public Interaction
78,10,Rainy,Urban,Public Interaction
58,13,Sunny,Urban,Public Interaction
81,4,Sunny,Suburban,Meditation
85,11,Sunny,Urban,Public Interaction
68,5,Snowy,Urban,Public Interaction
56,12,Sunny,Suburban,Meditation
98,9,Sunny,Urban,Public Interaction
51,12,Sunny,Urban,Public Interaction
55,7,Cloudy,Suburban,Meditation
73,6,Rainy,Urban,Public Interaction
61,10,Rainy,Urban,Public Interaction
73,6,Sunny,Urban,Public Interaction
78,6,Sunny,Rural,Meditation
109,13,Rainy,Suburban,Walk
59,6,Sunny,Suburban,Meditation
79,13,Snowy,Suburban,Meditation
60,12,Sunny,Urban,Public Interaction
54,13,Sunny,Rural,Meditation
83,6,Rainy,Suburban,Walk
85,13,Rainy,Suburban,Walk
102,6,Sunny,Urban,Public Interaction
87,5,Sunny,Urban,Public Interaction
100,8,Sunny,Rural,Meditation
52,9,Cloudy,Rural,Meditation
88,4,Cloudy,Suburban,Meditation
101,8,Sunny,Urban,Public Interaction
109,6,Rainy,Suburban,Walk
53,7,Sunny,Urban,Public Interaction
63,4,Cloudy,Urban,Public Interaction
103,5,Rainy,Rural,Walk
67,12,Sunny,Urban,Public Interaction
94,5,Sunny,Suburban,Meditation
86,9,Sunny,Rural,Meditation
79,10,Cloudy,Urban,Public Interaction
89,10,Snowy,Urban,Public Interaction
89,4,Rainy,Urban,Public Interaction
75,13,Sunny,Rural,Meditation
89,12,Cloudy,Suburban,Meditation
57,5,Cloudy,Urban,Public Interaction
70,10,Cloudy,Suburban,Meditation
87,13,Cloudy,Rural,Meditation
96,12,Cloudy,Rural,Reflection
95,7,Sunny,Urban,Public Interaction
93,6,Rainy,Urban,Public Interaction
90,11,Sunny,Urban,Public Interaction
64,11,Cloudy,Urban,Public Interaction
76,10,Snowy,Urban,Public Interaction
91,4,Sunny,Suburban,Meditation
104,10,Snowy,Urban,Public Interaction
105,10,Sunny,Suburban,Meditation
53,10,Cloudy,Urban,Public Interaction
55,4,Sunny,Rural,Meditation
77,7,Sunny,Rural,Meditation
101,11,Rainy,Urban,Public Interaction
54,13,Sunny,Rural,Meditation
99,11,Rainy,Suburban,Walk
77,5,Sunny,Rural,Meditation
53,13,Cloudy,Urban,Public Interaction
63,8,Rainy,Rural,Walk
50,13,Sunny,Rural,Meditation
54,5,Sunny,Suburban,Meditation
90,8,Sunny,Urban,Public Interaction
65,11,Sunny,Urban,Public Interaction
79,4,Rainy,Rural,Walk
59,9,Sunny,Suburban,Meditation
60,4,Sunny,Urban,Public Interaction
71,7,Snowy,Urban,Public Interaction
96,13,Cloudy,Rural,Reflection
63,12,Sunny,Rural,Meditation
53,13,Sunny,Suburban,Meditation
102,7,Sunny,Suburban,Meditation
73,11,Snowy,Urban,Public Interaction
88,7,Cloudy,Urban,Public Interaction
81,10,Rainy,Suburban,Walk
108,10,Rainy,Rural,Walk
90,12,Snowy,Rural,Meditation
72,10,Sunny,Rural,Meditation
62,10,Rainy,Rural,Walk
63,10,Sunny,Urban,Public Interaction
75,8,Sunny,Urban,Public Interaction
61,9,Cloudy,Suburban,Meditation
84,7,Cloudy,Rural,Meditation
81,11,Sunny,Suburban,Meditation
55,12,Cloudy,Urban,Public Interaction
91,5,Cloudy,Suburban,Meditation
85,8,Sunny,Urban,Public Interaction
61,6,Snowy,Suburban,Meditation
64,10,Snowy,Rural,Meditation
84,7,Sunny,Rural,Meditation
103,11,Cloudy,Suburban,Reflection
99,11,Sunny,Rural,Reflection
65,7,Sunny,Suburban,Meditation
100,10,Sunny,Urban,Public Interaction
73,10,Sunny,Urban,Public Interaction
93,6,Sunny,Rural,Meditation
62,4,Rainy,Suburban,Walk
107,7,Snowy,Urban,Public Interaction
81,6,Cloudy,Urban,Public Interaction
66,4,Sunny,Suburban,Meditation
89,12,Cloudy,Urban,Public Interaction
50,10,Cloudy,Suburban,Meditation
90,13,Cloudy,Rural,Meditation
64,8,Cloudy,Rural,Meditation
52,4,Rainy,Suburban,Walk
52,9,Sunny,Urban,Public Interaction
75,13,Rainy,Urban,Public Interaction
59,12,Sunny,Rural,Meditation
79,9,Rainy,Suburban,Walk
51,7,Sunny,Rural,Meditation
107,12,Rainy,Suburban,Walk
94,11,Rainy,Suburban,Walk
68,9,Rainy,Rural,Walk
74,13,Sunny,Urban,Public Interaction
67,8,Sunny,Suburban,Meditation
84,11,Rainy,Rural,Walk
71,10,Cloudy,Urban,Public Interaction
66,9,Cloudy,Rural,Meditation
63,7,Snowy,Rural,Meditation
99,13,Sunny,Suburban,Reflection
81,7,Sunny,Urban,Public Interaction
66,5,Sunny,Urban,Public Interaction
80,8,Snowy,Suburban,Meditation
93,11,Cloudy,Suburban,Reflection
58,10,Rainy,Rural,Walk
60,6,Sunny,Rural,Meditation
83,4,Cloudy,Rural,Meditation
89,12,Sunny,Urban,Public Interaction
106,13,Sunny,Urban,Public Interaction
89,10,Cloudy,Suburban,Meditation
68,11,Sunny,Rural,Meditation
62,4,Rainy,Suburban,Walk
78,7,Sunny,Urban,Public Interaction
81,4,Rainy,Rural,Walk
75,4,Snowy,Suburban,Meditation
75,7,Cloudy,Urban,Public Interaction
97,9,Snowy,Urban,Public Interaction
69,4,Sunny,Suburban,Meditation
50,9,Cloudy,Suburban,Meditation
94,6,Rainy,Suburban,Walk
69,9,Cloudy,Urban,Public Interaction
50,4,Sunny,Suburban,Meditation
94,13,Cloudy,Rural,Reflection
99,8,Sunny,Rural,Meditation
85,13,Sunny,Urban,Public Interaction
106,6,Rainy,Rural,Walk
89,4,Cloudy,Urban,Public Interaction
77,9,Sunny,Urban,Public Interaction
85,6,Cloudy,Suburban,Meditation
100,7,Cloudy,Urban,Public Interaction
50,7,Snowy,Rural,Meditation
55,13,Cloudy,Urban,Public Interaction
82,9,Sunny,Rural,Meditation
72,10,Sunny,Rural,Meditation
76,10,Sunny,Rural,Meditation
70,10,Cloudy,Urban,Public Interaction
75,10,Rainy,Suburban,Walk
85,13,Sunny,Rural,Meditation
92,8,Cloudy,Rural,Meditation
97,13,Sunny,Suburban,Reflection
73,6,Rainy,Rural,Walk
69,11,Cloudy,Urban,Public Interaction
52,9,Sunny,Suburban,Meditation
65,4,Sunny,Urban,Public Interaction
72,11,Sunny,Urban,Public Interaction
105,11,Sunny,Urban,Public Interaction
75,12,Sunny,Urban,Public Interaction
88,6,Sunny,Suburban,Meditation
102,7,Cloudy,Urban,Public Interaction
61,8,Snowy,Urban,Public Interaction
61,11,Sunny,Rural,Meditation
73,11,Rainy,Suburban,Walk
61,8,Rainy,Rural,Walk
102,9,Cloudy,Urban,Public Interaction
81,7,Sunny,Urban,Public Interaction
93,10,Cloudy,Suburban,Meditation
76,6,Rainy,Suburban,Walk
105,7,Sunny,Suburban,Meditation
108,12,Sunny,Rural,Reflection
94,6,Sunny,Urban,Public Interaction
106,13,Cloudy,Urban,Public Interaction
106,13,Rainy,Urban,Public Interaction
63,5,Sunny,Rural,Meditation
76,6,Cloudy,Suburban,Meditation
100,10,Sunny,Urban,Public Interaction
93,12,Rainy,Suburban,Walk
87,11,Sunny,Suburban,Meditation
61,13,Sunny,Suburban,Meditation
61,7,Rainy,Suburban,Walk
67,5,Sunny,Suburban,Meditation
78,12,Rainy,Rural,Walk
106,13,Rainy,Suburban,Walk
99,8,Cloudy,Rural,Meditation
93,4,Cloudy,Suburban,Meditation
94,11,Sunny,Suburban,Reflection
93,7,Snowy,Urban,Public Interaction
84,7,Rainy,Rural,Walk
89,7,Cloudy,Suburban,Meditation
62,9,Sunny,Rural,Meditation
92,8,Sunny,Suburban,Meditation
57,12,Sunny,Urban,Public Interaction
63,12,Sunny,Rural,Meditation
103,8,Sunny,Rural,Meditation
94,10,Snowy,Urban,Public Interaction
63,10,Rainy,Suburban,Walk
74,4,Sunny,Rural,Meditation
60,10,Sunny,Urban,Public Interaction
105,12,Sunny,Rural,Reflection
89,7,Rainy,Urban,Public Interaction
50,6,Sunny,Urban,Public Interaction
68,10,Sunny,Urban,Public Interaction
86,9,Sunny,Rural,Meditation
104,8,Snowy,Rural,Meditation
106,6,Sunny,Urban,Public Interaction
86,6,Snowy,Suburban,Meditation
77,9,Sunny,Suburban,Meditation
84,13,Snowy,Rural,Meditation
90,5,Sunny,Urban,Public Interaction
77,5,Sunny,Rural,Meditation
100,12,Snowy,Urban,Public Interaction
73,4,Sunny,Urban,Public Interaction
96,10,Rainy,Rural,Walk
50,13,Sunny,Urban,Public Interaction
82,10,Rainy,Urban,Public Interaction
72,7,Rainy,Suburban,Walk
89,10,Cloudy,Urban,Public Interaction
82,4,Cloudy,Urban,Public Interaction
81,4,Sunny,Rural,Meditation
53,5,Sunny,Rural,Meditation
76,4,Sunny,Urban,Public Interaction
108,7,Sunny,Rural,Meditation
107,12,Cloudy,Suburban,Reflection
102,6,Sunny,Suburban,Meditation
78,6,Sunny,Suburban,Meditation
61,11,Snowy,Suburban,Meditation
65,8,Sunny,Rural,Meditation
105,11,Rainy,Rural,Walk
103,7,Cloudy,Rural,Meditation
109,13,Sunny,Suburban,Reflection
93,9,Rainy,Rural,Walk
77,12,Snowy,Suburban,Meditation
67,13,Sunny,Rural,Meditation
54,9,Rainy,Urban,Public Interaction
62,11,Sunny,Rural,Meditation
109,5,Rainy,Suburban,Walk
98,13,Sunny,Rural,Reflection
71,4,Sunny,Urban,Public Interaction
92,13,Cloudy,Suburban,Reflection
104,8,Sunny,Urban,Public Interaction
98,10,Cloudy,Suburban,Meditation
81,5,Rainy,Suburban,Walk
96,7,Sunny,Rural,Meditation
104,5,Rainy,Suburban,Walk
56,11,Sunny,Suburban,Meditation
58,6,Sunny,Suburban,Meditation
59,10,Sunny,Rural,Meditation
77,5,Cloudy,Suburban,Meditation
108,8,Sunny,Urban,Public Interaction
60,5,Sunny,Rural,Meditation
65,4,Sunny,Suburban,Meditation
85,12,Sunny,Urban,Public Interaction
89,9,Rainy,Rural,Walk
91,6,Sunny,Rural,Meditation
52,13,Cloudy,Suburban,Meditation
50,4,Sunny,Rural,Meditation
65,10,Cloudy,Urban,Public Interaction
72,4,Sunny,Suburban,Meditation
55,11,Rainy,Urban,Public Interaction
55,11,Sunny,Rural,Meditation
66,12,Cloudy,Rural,Meditation
59,7,Sunny,Suburban,Meditation
78,12,Sunny,Rural,Meditation
61,13,Rainy,Urban,Public Interaction
89,6,Sunny,Urban,Public Interaction
100,7,Rainy,Urban,Public Interaction
65,7,Rainy,Urban,Public Interaction
94,6,Sunny,Suburban,Meditation
70,5,Cloudy,Urban,Public Interaction
75,13,Sunny,Suburban,Meditation
104,9,Rainy,Rural,Walk
53,9,Sunny,Rural,Meditation
53,6,Sunny,Rural,Meditation
106,9,Sunny,Suburban,Meditation
66,4,Sunny,Suburban,Meditation
95,6,Cloudy,Rural,Meditation
77,5,Cloudy,Suburban,Meditation
66,6,Sunny,Rural,Meditation
85,4,Sunny,Urban,Public Interaction
68,7,Sunny,Rural,Meditation
53,9,Rainy,Suburban,Walk
67,10,Snowy,Urban,Public Interaction
77,6,Sunny,Rural,Meditation
99,9,Sunny,Suburban,Meditation
100,12,Sunny,Urban,Public Interaction
54,5,Sunny,Rural,Meditation
61,8,Sunny,Suburban,Meditation
64,13,Rainy,Urban,Public Interaction
101,8,Sunny,Rural,Meditation
95,10,Rainy,Suburban,Walk
75,13,Rainy,Suburban,Walk
74,7,Sunny,Urban,Public Interaction
90,11,Cloudy,Rural,Meditation
83,10,Rainy,Suburban,Walk
63,9,Sunny,Suburban,Meditation
93,6,Sunny,Urban,Public Interaction
75,5,Sunny,Suburban,Meditation
82,9,Snowy,Rural,Meditation
70,5,Sunny,Suburban,Meditation
69,8,Sunny,Urban,Public Interaction
50,13,Snowy,Urban,Public Interaction
83,7,Rainy,Suburban,Walk
100,7,Rainy,Suburban,Walk
86,7,Cloudy,Rural,Meditation
78,13,Sunny,Rural,Meditation
94,9,Rainy,Rural,Walk
106,9,Sunny,Suburban,Meditation
105,10,Sunny,Urban,Public Interaction
73,9,Sunny,Rural,Meditation
87,8,Sunny,Suburban,Meditation
68,5,Cloudy,Rural,Meditation
96,10,Sunny,Suburban,Meditation
98,7,Cloudy,Urban,Public Interaction
85,8,Sunny,Rural,Meditation
55,8,Sunny,Suburban,Meditation
60,13,Snowy,Rural,Meditation
68,11,Sunny,Suburban,Meditation
96,5,Sunny,Urban,Public Interaction
61,8,Snowy,Urban,Public Interaction
77,8,Snowy,Rural,Meditation
76,12,Sunny,Rural,Meditation
67,13,Cloudy,Suburban,Meditation
94,8,Rainy,Suburban,Walk
104,9,Cloudy,Urban,Public Interaction
72,5,Sunny,Rural,Meditation
93,8,Sunny,Urban,Public Interaction
109,10,Sunny,Urban,Public Interaction
60,9,Sunny,Suburban,Meditation
66,12,Cloudy,Rural,Meditation
101,10,Rainy,Urban,Public Interaction
90,5,Rainy,Suburban,Walk
68,7,Rainy,Rural,Walk
67,4,Snowy,Urban,Public Interaction
57,8,Sunny,Rural,Meditation
71,12,Sunny,Rural,Meditation
86,10,Sunny,Rural,Meditation
97,7,Sunny,Suburban,Meditation
102,13,Cloudy,Rural,Reflection
62,4,Sunny,Rural,Meditation
85,13,Sunny,Urban,Public Interaction
108,13,Sunny,Rural,Reflection
